Date,Open,High,Low,Close,Volume,Adj Close
2014-08-11,634.50,661.21,631.50,655.00,435200,639.941
2014-08-04,636.50,638.00,610.00,631.00,588900,616.493
2014-07-28,652.50,654.50,630.00,635.00,522500,620.401
2014-07-21,640.50,662.105,631.50,649.00,427700,634.079
2014-07-14,638.00,645.00,626.50,642.00,376900,627.24
2014-07-07,648.00,650.50,623.00,636.00,455900,621.378
2014-06-30,652.50,664.50,641.50,648.00,481900,633.102
2014-06-23,620.00,651.50,612.00,648.50,578100,633.59
2014-06-16,641.50,643.00,610.00,620.00,925300,605.746
2014-06-09,676.00,678.00,631.50,640.00,500000,625.286
2014-06-02,654.00,673.501,647.00,672.50,578700,657.039
2014-05-26,637.50,658.00,633.50,651.00,483900,636.033
2014-05-19,625.00,646.00,620.00,637.50,728600,617.673
2014-05-12,659.50,667.00,623.50,625.00,699700,605.562
2014-05-05,627.50,655.00,627.50,653.50,679200,633.175
2014-04-28,641.00,647.00,622.38,627.50,447400,607.984
2014-04-21,635.00,649.50,634.00,634.00,325000,614.282
2014-04-14,626.00,639.00,616.50,635.00,324000,615.251
2014-04-07,637.50,646.50,626.50,630.00,558400,610.406
2014-03-31,639.00,650.00,627.50,639.50,427700,619.611
2014-03-24,635.50,643.00,621.00,635.50,356700,615.735
2014-03-17,636.00,652.50,631.00,638.50,450200,618.642
2014-03-10,642.50,646.00,627.00,637.00,499900,617.188
2014-03-03,658.50,658.50,635.00,641.00,417200,621.064
2014-02-24,652.50,654.50,634.00,645.00,674400,624.94
2014-02-17,627.50,655.50,627.50,652.00,529500,631.722
2014-02-10,619.00,638.50,617.00,631.50,444700,611.859
2014-02-03,606.00,623.00,594.00,619.50,669000,600.233
2014-01-27,612.50,621.00,601.00,604.50,872900,585.699
2014-01-20,628.00,638.44,616.50,617.00,458300,597.81
2014-01-13,615.00,630.00,607.50,625.50,758000,606.046
2014-01-06,600.00,618.00,600.00,614.50,476700,595.388
2013-12-30,586.50,606.00,584.44,600.50,345400,581.824
2013-12-23,582.00,598.00,582.00,589.00,118000,570.681
2013-12-16,587.50,595.00,581.50,585.50,766100,567.29
2013-12-09,581.50,591.00,573.50,586.00,671600,567.775
2013-12-02,580.50,593.00,570.00,581.50,878200,563.414
2013-11-25,573.50,592.00,561.50,582.00,834000,563.899
2013-11-18,575.50,576.50,551.00,562.50,637100,545.005
2013-11-11,569.00,582.00,558.00,575.50,496400,554.036
2013-11-04,577.50,577.50,560.50,566.50,618200,545.372
2013-10-28,596.00,602.50,570.50,573.00,631300,551.629
2013-10-21,591.00,605.00,583.50,592.50,704900,570.402
2013-10-14,567.00,595.50,564.00,592.00,522100,569.921
2013-10-07,550.00,575.00,542.50,567.50,502000,546.334
2013-09-30,537.50,558.00,534.50,550.00,673700,529.487
2013-09-23,541.00,550.50,533.00,540.00,463500,519.86
2013-09-16,543.00,556.50,535.50,542.00,566700,521.785
2013-09-09,527.00,540.00,519.50,538.00,477100,517.935
2013-09-02,541.50,550.50,519.86,526.00,787000,506.382
2013-08-26,532.00,535.50,522.50,533.50,493500,513.602
2013-08-19,542.00,544.00,517.84,532.00,450900,512.158
2013-08-12,547.00,549.00,529.50,542.00,607700,521.785
2013-08-05,560.50,567.50,544.00,547.00,725900,526.599
2013-07-29,560.50,579.50,550.50,558.50,616700,537.67
2013-07-22,590.00,596.50,552.50,559.50,624500,538.633
2013-07-15,582.50,592.00,568.50,588.50,450800,566.551
2013-07-08,568.00,587.00,568.00,581.00,319400,559.331
2013-07-01,534.00,579.50,527.50,567.00,629000,545.853
2013-06-24,522.00,533.00,495.60,531.50,874600,511.677
2013-06-17,548.00,552.50,522.00,522.00,906800,502.531
2013-06-10,529.00,556.00,513.727,548.00,565700,527.562
2013-06-03,552.00,555.50,527.00,533.00,523100,513.121
2013-05-27,571.50,588.00,543.50,554.00,507000,533.338
2013-05-20,591.00,601.505,562.50,571.50,840400,544.338
2013-05-13,572.00,600.00,567.333,593.50,552700,565.293
2013-05-06,540.00,575.00,539.893,572.00,327200,544.814
2013-04-29,526.50,542.00,524.50,540.00,425900,514.335
2013-04-22,525.00,535.50,521.00,525.50,297200,500.525
2013-04-15,515.50,528.00,509.00,523.00,568400,498.143
2013-04-08,489.50,524.00,487.934,521.00,521400,496.238
2013-04-01,495.90,510.50,483.41,488.90,406600,465.664
2013-03-25,495.20,502.00,488.10,495.90,507000,472.331
2013-03-18,498.10,501.50,485.40,493.20,523000,469.76
2013-03-11,510.50,516.298,495.10,504.50,653800,480.523
2013-03-04,494.90,520.00,491.20,509.50,664200,485.285
2013-02-25,490.40,498.90,478.60,493.10,616600,469.664
2013-02-18,480.50,492.50,480.50,490.10,782500,466.807
2013-02-11,476.20,494.50,474.70,483.10,488600,460.14
2013-02-04,494.70,495.00,471.20,478.90,568300,456.139
2013-01-28,496.50,499.10,472.80,493.80,1024100,470.331
2013-01-21,501.50,502.09,489.80,495.20,453800,471.665
2013-01-14,492.00,502.00,485.90,502.00,552500,478.141
2013-01-07,496.10,498.50,487.80,490.60,924600,467.283
2012-12-31,492.10,499.90,483.50,494.80,628500,471.284
2012-12-24,497.90,502.05,488.20,496.50,202400,472.903
2012-12-17,495.10,501.00,484.60,490.50,1062600,467.188
2012-12-10,473.10,495.00,473.10,492.50,686200,469.093
2012-12-03,471.40,485.30,469.20,484.70,689600,461.664
2012-11-26,455.60,471.30,453.50,470.50,635800,448.138
2012-11-19,455.30,457.10,446.20,454.60,493000,432.994
2012-11-12,464.30,465.00,450.10,451.50,1035300,426.925
2012-11-05,472.80,479.70,458.70,462.30,707700,437.137
2012-10-29,461.40,481.50,459.30,476.50,328700,450.565
2012-10-22,466.20,466.90,453.364,463.00,388000,437.799
2012-10-15,450.00,468.20,446.80,466.10,464200,440.731
2012-10-08,448.60,450.20,440.90,446.50,544500,422.197
2012-10-01,452.50,459.70,435.646,450.90,740500,426.358
2012-09-24,451.50,462.64,448.50,450.90,429100,426.358
2012-09-17,459.70,459.70,449.91,452.60,682300,427.965
2012-09-10,447.00,459.00,438.00,455.30,693400,430.518
2012-09-03,437.60,451.70,430.50,449.40,580300,424.94
2012-08-27,437.00,442.70,431.40,439.80,414400,415.862
2012-08-20,434.40,442.50,430.60,437.00,813200,413.214
2012-08-13,426.00,432.90,421.80,431.80,858800,408.297
2012-08-06,442.30,448.40,425.90,426.80,661000,403.57
2012-07-30,434.40,444.50,427.90,443.50,769200,419.361
2012-07-23,424.80,435.00,415.00,432.70,564800,409.149
2012-07-16,418.90,432.10,416.10,427.20,709700,403.948
2012-07-09,404.90,418.60,399.70,417.30,622800,394.587
2012-07-02,394.30,408.20,392.40,404.60,702600,382.578
2012-06-25,378.90,395.20,372.90,393.40,823900,371.988
2012-06-18,388.00,390.10,373.90,381.70,809600,360.924
2012-06-11,382.10,387.90,364.10,384.00,2215800,363.099
2012-06-04,375.50,388.50,375.50,376.20,1078000,355.724
2012-05-28,397.80,397.80,375.00,375.50,1224900,355.062
2012-05-21,371.20,403.80,370.77,392.10,1421500,365.846
2012-05-14,369.90,382.80,363.30,373.00,953000,348.025
2012-05-07,372.00,378.00,361.60,374.70,1028200,349.611
2012-04-30,367.90,379.60,359.40,372.00,1241300,347.092
2012-04-23,349.90,367.80,342.90,366.00,1100800,341.494
2012-04-16,357.10,360.80,348.10,350.00,1648800,326.565
2012-04-09,358.30,361.00,351.50,357.70,1169300,333.75
2012-04-02,360.00,363.70,352.50,358.30,1206000,334.31
2012-03-26,364.40,367.60,349.90,359.90,949700,335.802
2012-03-19,371.10,374.10,355.60,358.90,1131400,334.869
2012-03-12,366.80,380.40,365.00,371.10,904500,346.252
2012-03-05,360.90,371.00,346.40,368.30,753400,343.64
2012-02-27,358.80,362.40,350.90,362.40,732400,338.135
2012-02-20,353.90,363.00,347.30,361.10,813700,336.922
2012-02-13,367.00,372.40,349.70,354.50,687700,330.764
2012-02-06,372.60,376.90,362.40,363.50,765700,339.161
2012-01-30,353.70,375.70,352.70,372.00,945300,347.092
2012-01-23,360.90,364.41,349.40,356.00,1169000,332.164
2012-01-16,333.40,372.90,330.30,359.40,1316300,335.336
2012-01-09,325.70,344.60,325.70,336.50,824700,313.969
2012-01-02,323.00,334.00,322.20,325.60,792900,303.799
2011-12-26,327.40,330.00,322.10,323.00,334100,301.373
2011-12-19,316.00,331.30,305.40,327.40,607400,305.478
2011-12-12,335.80,335.80,315.00,318.00,1013900,296.708
2011-12-05,346.10,353.80,328.30,334.90,779400,312.476
2011-11-28,326.60,356.50,326.60,341.40,1217400,318.541
2011-11-21,333.60,333.60,319.00,324.10,785100,302.399
2011-11-14,367.30,371.10,332.00,336.00,671000,313.503
2011-11-07,368.60,374.40,349.90,364.50,711900,337.041
2011-10-31,373.20,375.00,352.70,367.00,679700,339.352
2011-10-24,362.20,383.50,352.80,375.80,709600,347.49
2011-10-17,364.10,370.60,346.70,361.90,681600,334.637
2011-10-10,350.80,368.30,344.40,364.00,612700,336.578
2011-10-03,338.00,351.90,317.30,349.60,1482900,323.263
2011-09-26,344.90,359.60,340.00,340.00,699100,314.386
2011-09-19,375.80,382.60,344.90,351.60,573600,325.113
2011-09-12,350.40,388.80,346.30,382.70,967600,353.87
2011-09-05,358.10,374.40,348.60,356.30,650800,329.459
2011-08-30,355.90,368.50,336.00,362.90,1079900,335.561
2011-08-22,355.20,369.40,341.40,348.80,889900,322.524
2011-08-15,391.40,396.00,347.50,356.10,912000,329.274
2011-08-08,370.00,395.50,344.60,390.30,1440400,360.897
2011-08-01,421.00,428.00,370.30,373.30,853600,345.178
2011-07-25,432.60,432.90,412.20,416.20,842000,384.846
2011-07-18,441.00,446.00,429.50,432.00,996200,399.456
2011-07-11,431.20,449.50,419.40,444.80,996500,411.291
2011-07-04,437.70,450.20,431.30,431.40,639000,398.901
2011-06-27,418.60,439.60,418.30,439.60,749700,406.483
2011-06-20,431.50,433.20,420.20,420.40,857400,388.73
2011-06-13,433.80,440.20,431.50,434.50,737000,401.767
2011-06-06,434.90,443.20,431.70,433.20,644000,400.565
2011-05-31,432.90,442.20,431.30,435.60,942300,402.785
2011-05-23,417.30,433.90,404.20,432.40,1052300,395.208
2011-05-16,408.10,422.90,404.00,417.80,717500,381.864
2011-05-09,404.40,415.30,402.90,411.60,862700,376.197
2011-05-03,425.00,431.40,404.50,412.10,930200,376.654
2011-04-26,400.80,421.90,400.50,421.10,620700,384.88
2011-04-18,397.10,404.30,387.60,402.00,593500,367.423
2011-04-11,382.40,396.50,375.20,396.50,650500,362.396
2011-04-04,380.90,391.20,380.90,384.30,500800,351.245
2011-03-28,388.90,390.40,377.70,384.10,593200,351.062
2011-03-21,384.70,393.30,378.00,387.90,511700,354.536
2011-03-14,386.90,391.20,369.10,382.80,917100,349.874
2011-03-07,393.60,402.90,387.00,389.00,1185200,355.541
2011-02-28,382.30,395.90,378.90,395.00,670400,361.025
2011-02-21,383.40,390.60,279.20,383.10,958700,350.148
2011-02-14,376.00,394.70,370.00,386.00,966200,352.799
2011-02-07,366.10,379.70,364.00,374.00,780500,341.831
2011-01-31,359.60,366.10,353.10,365.50,688500,334.062
2011-01-24,354.90,363.60,352.20,360.50,528600,329.492
2011-01-17,363.80,367.30,352.60,355.00,441300,324.465
2011-01-10,353.60,369.40,345.80,364.70,412100,333.331
2011-01-04,366.30,370.20,352.30,353.60,473700,323.186
2010-12-27,348.90,361.00,348.10,360.80,291000,329.767
2010-12-20,354.20,359.10,347.10,348.90,316300,318.89
2010-12-13,351.80,363.20,351.40,354.40,910600,323.917
2010-12-06,352.10,354.00,345.60,353.90,369200,323.46
2010-11-29,336.00,352.90,330.10,352.90,567300,322.546
2010-11-22,340.00,346.10,324.10,337.90,616400,308.836
2010-11-15,336.50,343.70,327.50,338.00,894900,308.928
2010-11-08,349.50,350.00,334.40,336.90,586600,304.75
2010-11-01,347.90,349.20,339.20,349.10,473600,315.785
2010-10-25,336.10,346.80,336.10,345.50,483400,312.529
2010-10-18,347.80,352.50,337.60,340.00,533900,307.554
2010-10-11,353.50,356.70,345.90,350.00,669400,316.60
2010-10-04,348.30,368.965,346.30,354.80,620400,320.941
2010-09-27,343.00,356.50,334.056,350.70,749400,317.233
2010-09-20,330.00,342.50,329.70,341.80,584500,309.182
2010-09-13,324.40,334.80,323.00,328.60,596300,297.242
2010-09-06,328.00,334.40,322.00,325.40,448500,294.347
2010-08-30,316.90,333.60,307.90,325.20,661700,294.166
2010-08-23,312.60,320.00,303.90,316.90,783000,286.658
2010-08-16,306.40,320.00,300.60,310.80,325100,281.14
2010-08-09,314.00,319.10,305.20,308.00,413000,278.608
2010-08-02,303.00,319.70,303.00,307.80,461000,278.427
2010-07-26,307.60,311.00,298.70,301.30,1012700,272.547
2010-07-19,298.00,310.90,291.80,307.00,683600,277.703
2010-07-12,297.20,310.00,295.90,298.00,662200,269.562
2010-07-05,281.10,304.00,278.80,300.00,576500,271.371
2010-06-28,290.20,295.70,276.20,283.00,516300,255.993
2010-06-21,296.50,305.30,283.70,291.10,406800,263.32
2010-06-14,288.00,303.80,286.20,293.90,758300,265.853
2010-06-07,293.70,297.20,278.50,288.00,1006100,260.516
2010-05-31,307.70,318.60,296.60,297.50,869400,269.11
2010-05-24,299.40,312.80,285.70,307.70,1256600,278.336
2010-05-17,283.10,309.30,282.50,297.00,2217600,268.657
2010-05-10,292.40,307.70,281.90,286.50,1402300,259.159
2010-05-03,314.30,314.30,278.10,285.00,1306300,257.802
2010-04-26,327.40,328.60,308.50,314.30,722300,284.306
2010-04-19,325.00,332.10,319.20,326.20,957300,295.071
2010-04-12,322.90,331.90,315.20,329.60,744400,298.146
2010-04-05,311.70,322.60,311.70,320.30,630700,289.734
2010-03-29,307.60,317.50,300.00,311.70,526200,281.954
2010-03-22,300.00,308.20,294.00,306.10,635900,276.889
2010-03-15,303.10,305.00,297.20,298.00,1407700,269.562
2010-03-08,304.00,307.40,292.30,301.40,840200,272.637
2010-03-01,285.90,314.30,281.10,314.30,666100,279.546
2010-02-22,283.20,288.00,275.20,281.10,804800,250.017
2010-02-15,281.60,285.90,279.70,284.20,435400,252.774
2010-02-08,285.50,286.20,277.10,279.60,684500,248.683
2010-02-01,280.80,311.70,280.60,284.60,1445300,253.13
2010-01-25,283.20,287.90,275.30,281.30,1202200,250.195
2010-01-18,292.70,303.00,282.00,285.50,1198700,253.93
2010-01-11,287.40,296.80,285.40,292.10,743400,259.801
2010-01-04,287.00,301.00,281.70,285.00,1511900,253.486
2009-12-29,283.90,300.00,283.20,287.10,369900,255.353
2009-12-21,274.30,286.538,275.10,285.00,292800,253.486
2009-12-14,265.40,282.40,265.40,279.00,1204500,248.149
2009-12-07,284.40,287.80,265.40,268.10,985400,238.454
2009-11-30,280.00,292.60,276.10,286.80,1132900,255.087
2009-11-23,284.70,290.00,268.00,280.50,1044600,249.483
2009-11-16,294.20,298.70,278.10,280.00,1331100,249.039
2009-11-09,259.00,291.562,259.00,290.00,2734600,255.283
2009-11-02,247.00,261.249,236.60,259.70,1249300,228.61
2009-10-26,256.70,263.80,240.00,247.00,1247000,217.43
2009-10-19,272.60,275.70,256.10,256.90,935300,226.145
2009-10-12,281.90,282.70,263.00,273.00,1274100,240.318
2009-10-05,254.30,282.90,251.90,281.20,1765100,247.536
2009-09-28,270.00,281.80,254.60,254.60,1186300,224.121
2009-09-21,276.30,279.80,258.70,269.80,2807500,237.501
2009-09-14,277.90,298.80,269.20,280.40,1662500,246.832
2009-09-07,262.10,277.70,257.251,276.50,1227600,243.399
2009-08-31,265.00,269.70,243.10,259.80,999300,228.698
2009-08-24,273.40,281.60,263.01,265.00,1329000,233.276
2009-08-17,256.20,270.50,238.20,270.00,1146800,237.677
2009-08-10,252.80,275.60,250.00,250.00,1582800,220.071
2009-08-03,234.40,262.40,227.60,257.90,956100,227.026
2009-07-27,226.25,239.50,219.00,232.50,1089100,204.666
2009-07-20,226.00,229.00,215.00,222.50,1172300,195.863
2009-07-13,210.50,567.23,210.00,225.50,1325200,198.504
2009-07-06,213.75,221.50,203.75,211.50,902700,186.18
2009-06-29,218.00,225.75,211.00,216.75,1446900,190.802
2009-06-22,234.25,234.25,133.00,220.50,2001000,194.103
2009-06-15,235.25,239.50,226.50,228.50,2821400,201.145
2009-06-08,250.50,256.75,230.25,234.00,2633400,205.987
2009-06-01,234.997,255.00,227.50,252.50,2512200,222.272
2009-05-25,242.65,246.383,227.717,230.704,1364300,203.085
2009-05-18,211.292,251.236,211.292,242.65,1862200,204.14
2009-05-11,236.117,237.237,199.719,220.251,1327800,185.296
2009-05-04,216.518,255.902,216.518,238.357,1526100,200.528
2009-04-27,215.771,236.303,210.172,216.518,1328400,182.155
2009-04-20,203.079,221.558,187.587,220.811,1165400,185.767
2009-04-13,203.826,225.851,199.346,204.572,996800,172.105
2009-04-06,194.866,206.065,183.48,203.826,1319500,171.477
2009-03-30,194.12,195.613,172.468,190.947,1544800,160.642
2009-03-23,181.801,198.599,178.441,191.88,854500,161.427
2009-03-16,172.468,186.654,167.615,181.801,1455100,152.948
2009-03-09,134.764,173.961,127.111,168.735,1426300,141.956
2009-03-02,168.921,214.233,135.137,137.377,1400700,115.574
2009-02-23,144.097,171.721,137.004,171.721,1323100,144.468
2009-02-16,178.441,178.441,143.723,145.963,1261300,122.798
2009-02-09,171.721,190.76,169.855,174.521,1573200,146.823
2009-02-02,168.175,175.081,155.856,171.721,597100,144.468
2009-01-26,158.282,176.014,158.282,171.535,1289200,144.311
2009-01-19,181.054,196.919,160.522,160.522,1719200,135.046
2009-01-12,194.12,195.986,164.628,176.574,1620600,148.55
2009-01-05,199.906,220.251,198.226,201.772,1724200,169.749
2008-12-29,185.72,201.213,182.547,201.213,438400,169.279
2008-12-22,181.987,192.253,180.121,185.534,341000,156.088
2008-12-15,178.814,193.373,173.961,185.534,1307100,156.088
2008-12-08,163.322,181.241,158.655,171.721,1191000,144.468
2008-12-01,185.72,186.654,157.162,160.149,973900,134.732
2008-11-24,162.762,187.773,161.082,187.587,1126800,157.816
2008-11-17,167.802,176.761,154.549,160.522,1858200,135.046
2008-11-10,190.387,194.866,158.469,169.295,1477300,137.964
2008-11-03,204.572,231.264,187.96,191.32,1362400,155.913
2008-10-27,176.201,211.852,165.375,206.065,1930700,167.929
2008-10-20,193.746,206.625,171.161,179.747,1277600,146.481
2008-10-13,220.251,233.504,186.094,191.133,1693500,155.76
2008-10-06,238.17,253.102,200.839,219.505,2425600,178.881
2008-09-29,250.116,254.035,223.984,241.53,1579300,196.83
2008-09-22,270.834,288.753,234.064,254.222,1997800,207.173
2008-09-15,283.713,309.845,231.45,276.807,4129100,225.579
2008-09-08,272.141,298.459,267.661,294.913,2238200,240.334
2008-09-01,269.901,283.90,259.448,262.062,1273900,213.562
2008-08-25,253.102,275.874,245.636,273.634,1275800,222.993
2008-08-18,250.489,259.635,236.117,253.102,1058900,206.261
2008-08-11,260.942,280.354,245.636,253.102,1693300,206.261
2008-08-04,253.662,279.98,252.169,259.262,1380800,211.281
2008-07-28,255.342,261.128,234.064,254.969,1409600,207.782
2008-07-21,239.663,271.208,238.357,253.849,2641800,206.869
2008-07-14,236.49,244.143,205.879,240.783,3255800,196.222
2008-07-07,240.596,254.035,229.957,232.384,2589000,189.377
2008-06-30,249.742,256.462,230.704,239.29,1294400,195.005
2008-06-23,267.101,271.394,248.063,251.609,1905200,205.044
2008-06-16,270.834,280.914,258.328,265.608,2475000,216.452
2008-06-09,285.207,292.299,257.582,270.274,2102900,220.255
2008-06-02,290.993,301.259,280.914,285.58,2135500,223.52
2008-05-26,318.804,319.924,281.10,288.753,3342800,226.004
2008-05-19,340.083,343.069,315.818,318.804,1858400,249.525
2008-05-12,350.722,354.642,319.178,340.083,1729300,266.179
2008-05-05,339.709,361.735,334.483,348.482,1642100,272.753
2008-04-28,341.763,347.362,332.617,339.709,1599100,265.887
2008-04-21,360.988,361.921,332.803,335.043,2138200,262.235
2008-04-14,350.909,372.00,345.309,358.375,2316500,280.496
2008-04-07,372.187,376.667,348.295,352.402,1980100,275.821
2008-03-31,376.294,414.371,369.761,372.00,1984200,291.161
2008-03-24,368.081,390.106,361.548,380.40,2079300,297.735
2008-03-17,364.721,379.28,354.828,368.081,2405500,288.093
2008-03-10,371.814,396.079,363.228,372.56,2007600,291.599
2008-03-03,366.774,392.719,362.108,371.067,1390000,290.43
2008-02-25,385.999,400.185,369.761,373.307,1606000,292.184
2008-02-18,344.376,384.506,344.189,380.40,1395300,297.735
2008-02-11,341.203,362.854,339.896,344.376,1762900,269.54
2008-02-04,373.307,377.04,336.723,341.949,3109200,267.64
2008-01-28,348.855,374.80,340.269,370.881,3283900,290.285
2008-01-21,347.362,395.332,343.442,347.922,6047700,272.315
2008-01-14,314.325,367.334,302.954,354.455,3997600,277.428
2008-01-07,324.777,328.324,306.298,307.792,2356100,240.906
2007-12-31,342.696,353.708,321.044,324.777,1352000,254.20
2007-12-24,336.35,354.828,334.483,348.855,408500,273.045
2007-12-17,333.177,341.576,307.978,339.896,2354900,266.033
2007-12-10,371.254,392.719,337.843,339.709,2439400,265.887
2007-12-03,373.68,383.76,353.708,375.174,2523600,293.645
2007-11-26,381.147,385.626,345.122,373.68,2387200,292.475
